gesture,confidence,f_0,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41,f_42,f_43,f_44,f_45,f_46,f_47,f_48,f_49,f_50,f_51,f_52,f_53,f_54,f_55,f_56,f_57,f_58,f_59,f_60,f_61,f_62
fingerCircle,0.5656826496124268,0.0,0.0,9.389162e-07,0.27616933,-0.07030814,-0.09250617,0.5310154,-0.18517429,-0.13088726,0.786917,-0.28604886,-0.14830637,0.9071669,-0.4207709,-0.15284614,0.18708354,-0.5142761,-0.1011258,0.5252073,-0.6844269,-0.14182435,0.73483974,-0.5793111,-0.16053826,0.7960073,-0.45602438,-0.16039214,0.14242178,-0.54640055,-0.05373798,0.5336223,-0.70751053,-0.089685254,0.71452516,-0.5772206,-0.10823734,0.7364459,-0.45299506,-0.1139912,0.15270905,-0.5434319,-0.010651774,0.4786721,-0.68502694,-0.03642688,0.6412804,-0.5779983,-0.0449071,0.6556954,-0.4582216,-0.04402933,0.17676385,-0.5251534,0.026021946,0.42165336,-0.6293142,0.00890137,0.5804573,-0.56790686,0.0031766873,0.62810266,-0.4850985,0.0048639365
fingerCircle,0.5329352617263794,0.0,0.0,1.0721287e-06,0.070299566,0.10450266,-0.08116477,0.19680557,0.20141982,-0.119832374,0.3078964,0.29838276,-0.1447827,0.4318531,0.3372616,-0.15637489,0.44122845,0.027331516,-0.0803902,0.5906538,0.1723265,-0.15478987,0.5388695,0.25134054,-0.20645626,0.45658675,0.2850662,-0.22270553,0.4875732,-0.016885567,-0.05469422,0.7262811,0.049947344,-0.105919406,0.87845296,0.08141587,-0.14386874,0.9961928,0.08717694,-0.16134049,0.48598272,-0.03898552,-0.03664631,0.6875593,-0.015679166,-0.07465479,0.82579774,-0.002165858,-0.09627165,0.93918097,-0.0004728925,-0.10033908,0.45297632,-0.047109872,-0.025022838,0.60306555,-0.04288642,-0.044347804,0.7057277,-0.044181153,-0.041449443,0.7936263,-0.046731614,-0.029731877
fingerCircle,0.8754507899284363,0.0,0.0,7.1456543e-07,0.15112583,0.09275579,-0.045192853,0.33040217,0.1514631,-0.0631455,0.46613586,0.2002644,-0.07941879,0.5871877,0.20521411,-0.084388636,0.51942444,-0.04356708,-0.010943795,0.72119325,-0.0035820794,-0.0823036,0.6908341,0.08998505,-0.13695697,0.6088368,0.15337099,-0.15688631,0.51953644,-0.07609204,-0.0049561867,0.7386755,-0.08168475,-0.042617697,0.88538104,-0.07271126,-0.076270774,0.99643785,-0.084330834,-0.09527963,0.486528,-0.093908735,-0.011710949,0.67863977,-0.1472435,-0.043748472,0.82293916,-0.18925019,-0.065213874,0.9331562,-0.23358251,-0.07334807,0.42988595,-0.10385603,-0.024380386,0.5804241,-0.15435617,-0.045498665,0.68247116,-0.200786,-0.049542192,0.7678426,-0.24365854,-0.046154898
fingerCircle,0.6561653017997742,0.0,0.0,7.1206057e-07,0.12242048,0.08756091,-0.062073223,0.28418547,0.12716463,-0.09033084,0.42244494,0.1564933,-0.110031605,0.5453628,0.15483607,-0.117625706,0.44825026,-0.056169674,-0.044708688,0.6409414,-0.039435774,-0.11968762,0.62341785,0.04551602,-0.17831999,0.56210893,0.10667522,-0.19873944,0.46299076,-0.085016795,-0.026674422,0.6989532,-0.12130117,-0.07437991,0.8605246,-0.1387759,-0.1222954,0.9861258,-0.1659996,-0.15038101,0.44620308,-0.09055973,-0.016878264,0.6316461,-0.12942752,-0.04704073,0.77127814,-0.16411106,-0.077839226,0.8795282,-0.19753096,-0.09305282,0.41024613,-0.08320814,-0.012745395,0.55186313,-0.09988644,-0.017312042,0.63791406,-0.11747417,-0.01258292,0.70355844,-0.13564664,-0.0054005636
fingerCircle,0.6596529483795166,0.0,0.0,8.064293e-07,0.10340191,0.09487866,-0.07285139,0.26492125,0.1455008,-0.10343291,0.41139865,0.17859562,-0.12258372,0.527876,0.15264018,-0.13831785,0.44032297,-0.033650365,-0.07062253,0.64996904,-0.061002016,-0.114149,0.7770591,-0.08341332,-0.14993086,0.87181205,-0.10934158,-0.17146727,0.4525862,-0.07349122,-0.052742504,0.6838466,-0.11010249,-0.098880515,0.8521766,-0.14064951,-0.13951924,0.9847618,-0.17390852,-0.16502254,0.44264254,-0.09366268,-0.03941557,0.6600896,-0.12239774,-0.07567505,0.80635524,-0.1428817,-0.103494376,0.9208084,-0.16416736,-0.1190542,0.41571498,-0.10064821,-0.03229428,0.5808642,-0.11535785,-0.05910525,0.69605744,-0.1251583,-0.07189179,0.785716,-0.13466832,-0.077536784
fingerCircle,0.9386454820632935,0.0,0.0,1.2785071e-07,0.17712922,0.17779334,-0.0528139,0.4247028,0.29347354,-0.06900274,0.62672645,0.38930768,-0.07279055,0.7490682,0.39260668,-0.065931596,0.713184,-0.03654814,-0.03357296,0.9391896,0.14991757,-0.0525394,0.8940291,0.288935,-0.06886239,0.80195636,0.3597889,-0.07361361,0.71998847,-0.117455095,-0.007274463,0.9978754,0.06515118,-0.022558747,0.94506353,0.2134414,-0.03254767,0.82437503,0.29690877,-0.0345072,0.6907929,-0.14459468,0.015221954,0.94903886,0.015726812,0.0025377353,0.91499186,0.14936362,-0.004764214,0.8068835,0.22438991,-0.0047825086,0.64975226,-0.13294487,0.033645168,0.8595606,-0.021194702,0.024573604,0.86861503,0.07813918,0.021873046,0.8187709,0.14707418,0.024731345
fingerCircle,0.6430549025535583,0.0,0.0,1.4043521e-06,0.20582324,0.0043469584,-0.106762126,0.42394507,-0.049350325,-0.1544264,0.64527756,-0.113362595,-0.18606372,0.78858536,-0.20911412,-0.20512573,0.2223318,-0.32512736,-0.090787835,0.51665884,-0.39248896,-0.16826124,0.64966786,-0.34239343,-0.21923782,0.7023303,-0.2741778,-0.23704983,0.18428671,-0.40261924,-0.055533785,0.39368767,-0.5824856,-0.11284271,0.5397129,-0.6854917,-0.15246259,0.6392639,-0.7689874,-0.17247167,0.16451982,-0.43196538,-0.032385636,0.28206083,-0.60959464,-0.08307664,0.3606721,-0.71936786,-0.11335716,0.41533232,-0.8085734,-0.12356587,0.16015826,-0.43594265,-0.018047685,0.24452837,-0.594222,-0.05043905,0.29985487,-0.6958355,-0.06038745,0.35043526,-0.77172655,-0.05958437
fingerCircle,0.9026883244514465,0.0,0.0,8.2474827e-07,0.25430247,0.058384676,-0.14209361,0.5276807,-0.018975716,-0.20497651,0.7525066,-0.11897213,-0.22710243,0.8838382,-0.22261767,-0.24084169,0.33905473,-0.273611,-0.25424817,0.47764832,-0.51291287,-0.3179148,0.56743526,-0.6600176,-0.35923952,0.628651,-0.7776876,-0.38630542,0.2606053,-0.34758306,-0.17448606,0.5005027,-0.50906634,-0.22063814,0.645697,-0.5118781,-0.23509012,0.7112537,-0.49742705,-0.24536441,0.2102307,-0.3920068,-0.09321204,0.43962044,-0.5305617,-0.11356879,0.5782817,-0.49184588,-0.118786044,0.6375471,-0.43687704,-0.12358997,0.1683897,-0.4234041,-0.02127439,0.26725405,-0.5594119,-0.041635368,0.32134634,-0.6156777,-0.05868118,0.33200407,-0.6511183,-0.068937324
fingerCircle,0.9858673214912415,0.0,0.0,5.7249474e-07,0.25837165,0.080792174,-0.10287403,0.52033144,0.0049171806,-0.14897908,0.7107171,-0.112939954,-0.16254653,0.72323817,-0.21993332,-0.17448442,0.38862446,-0.1587765,-0.23885566,0.55829024,-0.2929426,-0.3088377,0.6680142,-0.38421074,-0.35132834,0.7607338,-0.46656057,-0.38098612,0.29702395,-0.26569062,-0.20002268,0.5032292,-0.47547975,-0.25630337,0.62370914,-0.6043017,-0.28779873,0.7043521,-0.7098508,-0.31652313,0.23014969,-0.3298928,-0.1546914,0.42974114,-0.49883643,-0.19474693,0.5190344,-0.58098775,-0.22199787,0.5731757,-0.64195573,-0.24542485,0.18411444,-0.3556568,-0.11436727,0.2853178,-0.49366307,-0.15524417,0.32797894,-0.59287876,-0.1835141,0.3543475,-0.67561436,-0.20509371
fingerCircle,0.8778133392333984,0.0,0.0,1.112442e-06,0.24473843,0.085189,-0.24151184,0.49702874,0.035476297,-0.33356005,0.72150064,-0.054355625,-0.3511521,0.78731465,-0.18299031,-0.3517579,0.32023352,-0.23574685,-0.41972554,0.50202006,-0.43553898,-0.5198144,0.60485566,-0.5586043,-0.58689773,0.68974936,-0.6859048,-0.6332499,0.30218124,-0.32131422,-0.29636306,0.37970632,-0.6069263,-0.3913664,0.39730927,-0.76597095,-0.45010012,0.40835848,-0.9128216,-0.50019556,0.3171266,-0.35271263,-0.16593494,0.5430777,-0.55149823,-0.23761214,0.63719445,-0.5633465,-0.27854276,0.6860088,-0.5607403,-0.30707213,0.34339902,-0.34780204,-0.04998366,0.5396699,-0.3913641,-0.124175705,0.6275866,-0.3350383,-0.1649869,0.65912896,-0.2813015,-0.18790583
fingerCircle,0.8187971115112305,0.0,0.0,4.8248893e-07,0.21217778,0.10484841,-0.16159922,0.48152488,0.08835232,-0.2333105,0.7082217,-0.006306756,-0.2616487,0.771139,-0.14549838,-0.28076205,0.23779666,-0.18691705,-0.2762776,0.31188986,-0.34524247,-0.3563858,0.41007608,-0.41305664,-0.4100852,0.51284647,-0.48998016,-0.44903976,0.2551804,-0.31086823,-0.20864485,0.30512,-0.59495044,-0.28180087,0.3682259,-0.7580191,-0.32853344,0.4235283,-0.9058829,-0.36823577,0.29729766,-0.36188367,-0.1390201,0.4689413,-0.58014905,-0.21149816,0.5675149,-0.5881115,-0.25169638,0.6183276,-0.59011567,-0.2778778,0.35404485,-0.3774446,-0.077897415,0.4759311,-0.4377431,-0.15232359,0.5419974,-0.42728078,-0.19374627,0.5970427,-0.4173967,-0.21894403
fingerCircle,0.9178386330604553,0.0,0.0,1.111106e-06,0.23720105,0.0475187,-0.108794086,0.5103781,-0.009054613,-0.16571383,0.805077,-0.08346926,-0.19823991,0.9762341,-0.21671863,-0.21713254,0.2651467,-0.3436315,-0.16052477,0.6626553,-0.4534156,-0.21136786,0.84510535,-0.38860363,-0.22366518,0.8981437,-0.30236974,-0.21875896,0.22329275,-0.43017966,-0.115335755,0.6915359,-0.55706626,-0.16816126,0.8639866,-0.44705215,-0.17966393,0.87871253,-0.31870338,-0.17567128,0.23551688,-0.4613034,-0.072265245,0.65976065,-0.5695949,-0.1142672,0.82022685,-0.45460784,-0.120289,0.8392123,-0.33680305,-0.1155139,0.2733907,-0.4573326,-0.03574532,0.59988004,-0.51771176,-0.07642867,0.747916,-0.44543585,-0.089704774,0.79973453,-0.36624202,-0.08912169
fingerCircle,0.9019615650177002,0.0,0.0,1.1624733e-06,0.008301576,0.13088174,-0.09634228,0.10685049,0.25902107,-0.13838115,0.21813147,0.39312017,-0.1592448,0.3165639,0.42715043,-0.16497795,0.44127128,0.09709695,-0.110792026,0.52749944,0.28646034,-0.15604322,0.46056867,0.36912665,-0.1789191,0.3899148,0.39503515,-0.18279848,0.5121694,0.052007515,-0.07253068,0.71517545,0.18215612,-0.11158654,0.8494365,0.2500506,-0.13433614,0.9600696,0.27976122,-0.14547715,0.5296553,0.029828344,-0.038969316,0.72863066,0.09141467,-0.07097407,0.8619253,0.11929912,-0.093188696,0.9690261,0.12873459,-0.10130093,0.51330745,0.029025136,-0.011682366,0.6882642,0.06843137,-0.02871014,0.80524856,0.08164407,-0.031936996,0.90110356,0.08772953,-0.028958539
fingerCircle,0.7963563203811646,0.0,0.0,8.881478e-07,0.073332466,0.14356178,-0.11940609,0.20875405,0.26092413,-0.17217755,0.31600592,0.3370737,-0.19724861,0.38181517,0.33880377,-0.20798217,0.46936327,0.07896701,-0.1451641,0.65972644,0.15030721,-0.21551841,0.61323744,0.21407375,-0.26588663,0.53714615,0.24192193,-0.27634397,0.47775117,0.021611704,-0.07181808,0.7200233,0.080807194,-0.094610475,0.88829845,0.11684051,-0.110445805,0.9912505,0.1319939,-0.11337743,0.45140103,-0.010072971,-0.0046097697,0.6607474,0.031412065,-0.005801141,0.7884719,0.058851164,-0.0150854355,0.86171776,0.07477564,-0.013393189,0.40925458,-0.033282757,0.053651106,0.5345301,-0.0675157,0.057693645,0.6155719,-0.10077511,0.061444893,0.6700347,-0.12998453,0.07426576
fingerCircle,0.885520875453949,0.0,0.0,1.091912e-06,0.075279795,0.1585776,-0.10480608,0.21737894,0.26341006,-0.1429265,0.35390308,0.30180544,-0.15014271,0.42810935,0.25994217,-0.14693137,0.43827617,0.08675149,-0.15910034,0.69409734,0.1191427,-0.19354245,0.8305843,0.15010539,-0.21159884,0.9398335,0.17859161,-0.21691778,0.44793582,0.01348136,-0.09163816,0.72421,0.031207964,-0.11466637,0.8851752,0.06118323,-0.12293283,0.99613726,0.08780943,-0.12593308,0.43094605,-0.022762042,-0.022105483,0.6431748,0.029787583,-0.020504626,0.734082,0.08383582,-0.024400769,0.78383726,0.12673801,-0.025499959,0.40215233,-0.03849046,0.040037848,0.5464766,-0.028909134,0.04629568,0.6184965,-0.027049337,0.045633327,0.6620378,-0.028436894,0.048099946
fingerCircle,0.9225693941116333,0.0,0.0,1.1100243e-06,0.0007002552,0.16564505,-0.10087547,0.07489158,0.29859236,-0.13138962,0.16613378,0.39195782,-0.1251577,0.28282863,0.41049513,-0.107685216,0.3975688,0.20853536,-0.16756184,0.5975936,0.3307178,-0.19491406,0.7304126,0.3924182,-0.2083819,0.8384366,0.4354108,-0.21248767,0.44469067,0.12100759,-0.08997904,0.6875279,0.17342867,-0.13895717,0.85834223,0.19049051,-0.1628682,0.98317695,0.18265557,-0.17336732,0.45260826,0.059462655,-0.005816544,0.66056544,0.10710588,-0.037848976,0.8054944,0.12712225,-0.060221188,0.9177687,0.13011535,-0.06635878,0.43822885,0.029843688,0.07672228,0.5949566,0.065803245,0.06864706,0.69514674,0.07541928,0.060605474,0.7778227,0.080232695,0.05926237
fingerCircle,0.6505979895591736,0.0,0.0,4.1105548e-07,-0.08330421,0.062116664,-0.13481186,-0.21691962,0.15346587,-0.20125996,-0.34813115,0.26647803,-0.2430428,-0.47999302,0.32347766,-0.27095154,-0.47220108,-0.020571634,-0.14806534,-0.6358319,0.115592435,-0.22404903,-0.60013187,0.23319352,-0.2791419,-0.5095339,0.29289505,-0.3016595,-0.5250708,-0.047969695,-0.08044328,-0.7473735,-0.02209334,-0.13343771,-0.8883668,-0.018655375,-0.15721907,-0.99952483,-0.030824607,-0.16944845,-0.53540987,-0.05044601,-0.022705946,-0.7425031,-0.06161448,-0.05636919,-0.86101484,-0.079772994,-0.056152456,-0.94978297,-0.10119701,-0.04724117,-0.5261319,-0.03245944,0.024487285,-0.6929849,-0.065134145,0.0036846707,-0.7994314,-0.09119859,0.007113746,-0.89069396,-0.121167935,0.018882008
fingerCircle,0.8862632513046265,0.0,0.0,2.6911337e-07,-0.15632796,0.07907108,-0.040781505,-0.32440424,0.15021193,-0.07161592,-0.45005438,0.22879,-0.103003874,-0.5531201,0.2363294,-0.12751819,-0.50594515,-0.015015451,-0.02447064,-0.69192207,0.01811313,-0.10028527,-0.70023906,0.09078423,-0.1608923,-0.633005,0.14303221,-0.18734168,-0.51162446,-0.06564888,-0.025580179,-0.7381007,-0.104978666,-0.062796965,-0.88914716,-0.12397363,-0.08514893,-0.9897396,-0.1428826,-0.09563239,-0.46899402,-0.10697553,-0.038861748,-0.6794005,-0.14123058,-0.056274228,-0.8130912,-0.16123141,-0.050836086,-0.91723275,-0.18296355,-0.044488452,-0.39572284,-0.13789006,-0.059588894,-0.51883036,-0.18681005,-0.07605508,-0.5981474,-0.2298004,-0.06886514,-0.6636451,-0.2719838,-0.056963883
fingerCircle,0.6027088165283203,0.0,0.0,4.006277e-07,-0.14541794,0.075264804,-0.08428587,-0.35131887,0.1338726,-0.12247223,-0.5140456,0.17305781,-0.14160797,-0.6130302,0.13652268,-0.15278168,-0.42082006,-0.08458686,-0.101707734,-0.6085433,-0.0996346,-0.16754098,-0.64645046,-0.03680347,-0.2194193,-0.6293619,0.010572508,-0.24465632,-0.43309975,-0.14328969,-0.071100764,-0.6695178,-0.20579663,-0.1113601,-0.8340889,-0.23782893,-0.13904238,-0.9636551,-0.26714945,-0.15845339,-0.4230403,-0.17528817,-0.04823094,-0.6279182,-0.22505844,-0.077708565,-0.77093714,-0.26014066,-0.09732615,-0.8857846,-0.29102594,-0.10882202,-0.39698416,-0.1886735,-0.031783372,-0.54373926,-0.24871634,-0.053413104,-0.6257517,-0.2963883,-0.058596436,-0.6897443,-0.33520123,-0.060205393
fingerCircle,0.7207804918289185,0.0,0.0,-5.0732584e-08,-0.14524588,0.041656036,-0.034122728,-0.32229903,0.088448,-0.06036229,-0.45681247,0.10995752,-0.085717045,-0.56739634,0.068017334,-0.103881404,-0.46199837,-0.059461944,-0.03309894,-0.64119947,-0.0314218,-0.11632893,-0.61817425,0.049219277,-0.1853183,-0.5498129,0.103344105,-0.21805055,-0.47110868,-0.10110946,-0.041172843,-0.7021053,-0.14211802,-0.08468365,-0.85725003,-0.17850976,-0.11287142,-0.97715044,-0.21254855,-0.1311113,-0.43922442,-0.12560049,-0.06063692,-0.65988517,-0.17713025,-0.08966052,-0.80954766,-0.20830818,-0.09743494,-0.9304396,-0.23714563,-0.100871444,-0.385042,-0.13582346,-0.08547433,-0.5332644,-0.18809001,-0.105819836,-0.6297827,-0.23186195,-0.10165782,-0.7106863,-0.27369317,-0.09467396
fingerCircle,0.5188506841659546,0.0,0.0,1.2704573e-06,-0.12830214,0.09572384,-0.095715396,-0.36101866,0.1716381,-0.13879903,-0.5352387,0.20593452,-0.16315195,-0.5874235,0.18588442,-0.18505645,-0.47460216,-0.048231557,-0.11438622,-0.68081367,-0.112208754,-0.16769812,-0.80546254,-0.17751646,-0.21274567,-0.9066687,-0.24110635,-0.24227746,-0.47446442,-0.11060408,-0.081320986,-0.6751469,-0.2072342,-0.12997656,-0.81286794,-0.28420377,-0.16245517,-0.9311721,-0.36457992,-0.1833236,-0.4611673,-0.13557795,-0.055015337,-0.6560029,-0.1985752,-0.09386302,-0.8006158,-0.24531658,-0.12008011,-0.90505105,-0.2991522,-0.13384242,-0.43972355,-0.13075203,-0.03632631,-0.6133078,-0.17484976,-0.06339899,-0.723236,-0.20464858,-0.07915693,-0.8038793,-0.24295604,-0.088829875
fingerCircle,0.7335835695266724,0.0,0.0,-7.9881266e-07,-0.2157353,0.09799118,-0.057950094,-0.5319334,0.20853618,-0.078411706,-0.79468757,0.262904,-0.09111231,-0.9031169,0.2097597,-0.0914315,-0.69969004,-0.057496283,-0.023915417,-0.99924123,-0.03566315,-0.057871014,-0.9241212,0.03199693,-0.08072313,-0.7926439,0.07343794,-0.08872717,-0.7011743,-0.13089629,-0.0024079068,-0.9946576,-0.10322918,-0.035916932,-0.87536085,-0.023391493,-0.05028291,-0.7259579,0.016625876,-0.049210664,-0.6747209,-0.17620692,0.010870557,-0.93103015,-0.14553714,-0.019837571,-0.8257587,-0.0706481,-0.024237385,-0.68220496,-0.027227094,-0.014709715,-0.6216874,-0.19688445,0.01938455,-0.8427048,-0.16645162,-0.0002316258,-0.80251926,-0.108958125,-0.00077525777,-0.7026909,-0.06659895,0.008412667
fingerCircle,0.9564838409423828,0.0,0.0,9.929655e-07,-0.24814264,0.01216003,-0.123522036,-0.4966994,-0.05836916,-0.1906305,-0.7173945,-0.13390838,-0.22487682,-0.82513875,-0.21947369,-0.24734807,-0.2531871,-0.33158442,-0.20764281,-0.5757483,-0.45820695,-0.24976803,-0.74935776,-0.4067231,-0.2696761,-0.7996061,-0.33060637,-0.27756974,-0.1564893,-0.4185981,-0.14066581,-0.29381785,-0.64618766,-0.20601779,-0.33991414,-0.82313204,-0.2453161,-0.31301793,-0.9497472,-0.27025768,-0.12457098,-0.4527373,-0.06867473,-0.2542293,-0.6458993,-0.09982774,-0.2846544,-0.7759545,-0.11139772,-0.25678903,-0.87097424,-0.116859704,-0.15826628,-0.4546554,-0.0028412007,-0.27312794,-0.58042204,-0.020228818,-0.2790589,-0.6600702,-0.022055812,-0.25083777,-0.7301408,-0.01950002
fingerCircle,0.9200812578201294,0.0,0.0,3.5882698e-07,-0.26914227,-0.056254793,-0.040882498,-0.46424448,-0.13681494,-0.083465,-0.6413602,-0.19811934,-0.118699566,-0.6936357,-0.30043614,-0.14851314,-0.09905723,-0.39942333,-0.09215225,-0.34053448,-0.5334584,-0.15315837,-0.5193433,-0.49753278,-0.20553623,-0.60587174,-0.4204591,-0.23663683,-0.040211894,-0.43232736,-0.086546816,-0.21895978,-0.6585141,-0.1316979,-0.33241627,-0.81521916,-0.16483423,-0.37832737,-0.9256719,-0.19287404,-0.057203326,-0.41574562,-0.08209138,-0.17213382,-0.651725,-0.10416848,-0.24032663,-0.78974885,-0.104937464,-0.24693105,-0.8868055,-0.109246075,-0.15339254,-0.38927218,-0.08108679,-0.20836021,-0.56328243,-0.108070396,-0.21516849,-0.68560207,-0.112308584,-0.18543352,-0.7898274,-0.11384296
fingerCircle,0.9849013686180115,0.0,0.0,8.3082574e-07,-0.29613337,0.07419886,-0.08997445,-0.60824686,-0.011918726,-0.12245432,-0.7969591,-0.14010575,-0.12343425,-0.80731004,-0.27173993,-0.11543087,-0.3184055,-0.21739227,-0.16304293,-0.37615517,-0.41553688,-0.22248574,-0.39722002,-0.55969864,-0.25940824,-0.38018355,-0.6833585,-0.27763996,-0.20197143,-0.3217667,-0.12005836,-0.33903188,-0.581544,-0.15092257,-0.41917253,-0.7473635,-0.15432522,-0.45849857,-0.88869506,-0.15503047,-0.1509842,-0.3902749,-0.079894714,-0.35942456,-0.56757677,-0.10603393,-0.50703484,-0.61746174,-0.1050784,-0.58802825,-0.65883833,-0.098546445,-0.13757433,-0.41523713,-0.04577109,-0.30707422,-0.5559255,-0.07560856,-0.3770566,-0.62899315,-0.083816364,-0.4068742,-0.6803898,-0.08328964
fingerCircle,0.9598750472068787,0.0,0.0,1.051971e-06,-0.2847145,0.00045047796,-0.08473651,-0.5393834,-0.117304005,-0.11983929,-0.70573163,-0.25228646,-0.13077877,-0.65815073,-0.34074926,-0.13633922,-0.24071024,-0.34192762,-0.1371071,-0.26352763,-0.5784378,-0.18520714,-0.27307427,-0.7466079,-0.21555969,-0.24468173,-0.87583494,-0.23138419,-0.1328276,-0.40612438,-0.09358925,-0.13583654,-0.66342926,-0.13760768,-0.13279149,-0.85126925,-0.15712349,-0.09762024,-0.9952237,-0.16687903,-0.093164146,-0.44381633,-0.050668545,-0.15718874,-0.652027,-0.08113064,-0.19453125,-0.78632337,-0.09275643,-0.18678743,-0.88175416,-0.0951047,-0.11574644,-0.45352936,-0.0131447315,-0.19906726,-0.59108484,-0.042035177,-0.24270235,-0.667373,-0.057855062,-0.25664335,-0.721292,-0.06329129
fingerCircle,0.8760714530944824,0.0,0.0,1.0588542e-06,-0.20721279,0.024100367,-0.2073444,-0.42865315,-0.059799515,-0.31420735,-0.5683123,-0.19166596,-0.3786667,-0.65838873,-0.33806908,-0.43034792,-0.062251754,-0.30487275,-0.31072775,-0.25210273,-0.4722434,-0.41515243,-0.40012047,-0.43902972,-0.48137873,-0.46496698,-0.3839794,-0.517922,-0.0014200852,-0.40126887,-0.2346333,0.01234489,-0.66282606,-0.3301913,0.040690694,-0.8355655,-0.37543973,0.1158165,-0.9533257,-0.40700942,0.0024885272,-0.46059275,-0.16762185,-0.01543253,-0.7103499,-0.2502809,0.026628014,-0.86350304,-0.2791964,0.10872402,-0.983025,-0.29229954,-0.021386493,-0.49209556,-0.11387736,0.013803987,-0.70372957,-0.17734537,0.08408513,-0.86303586,-0.19732276,0.1676665,-0.98584384,-0.2058617
fingerCircle,0.816687285900116,0.0,0.0,2.4873071e-07,-0.24459785,0.019016603,-0.18967026,-0.44887283,-0.07349903,-0.24776803,-0.5828635,-0.16305052,-0.26083407,-0.6800357,-0.24928048,-0.2617027,-0.2785819,-0.42813548,-0.2023782,-0.29675266,-0.6852279,-0.2761506,-0.28289998,-0.8328783,-0.33513218,-0.24504118,-0.9695127,-0.3709939,-0.28557742,-0.44143832,-0.11288731,-0.53662026,-0.6260709,-0.19722489,-0.69779015,-0.5081529,-0.24557589,-0.73505646,-0.38410962,-0.25902122,-0.32744578,-0.43663228,-0.03467206,-0.58897096,-0.54374635,-0.104801595,-0.68908364,-0.41742402,-0.14004253,-0.65925044,-0.31349075,-0.14222385,-0.34064984,-0.41136646,0.030172922,-0.5752184,-0.43636197,-0.023058834,-0.64839226,-0.34970507,-0.04726196,-0.6112834,-0.26682964,-0.046356566
fingerCircle,0.6335883140563965,0.0,0.0,2.3516468e-06,-0.28978917,0.0043827137,-0.1706754,-0.49618563,-0.070640005,-0.2041223,-0.6250016,-0.14117676,-0.19167422,-0.67863935,-0.23181134,-0.16160569,-0.22456379,-0.36432815,-0.16913992,-0.20926033,-0.5782944,-0.21594642,-0.18040541,-0.69877166,-0.24641979,-0.13565207,-0.81235486,-0.2599094,-0.19624466,-0.39795327,-0.0876924,-0.24576633,-0.6643719,-0.11734855,-0.29576254,-0.8187704,-0.14196368,-0.30196524,-0.9533189,-0.15774202,-0.21609561,-0.3907304,-0.020534322,-0.44680527,-0.4866876,-0.085731484,-0.5437608,-0.36105084,-0.13608304,-0.5558754,-0.27471069,-0.14970611,-0.23379852,-0.37008724,0.03622316,-0.4398294,-0.4036129,-0.04027744,-0.507213,-0.31404036,-0.08644114,-0.498976,-0.2328531,-0.10415869
fingerCircle,0.8190206289291382,0.0,0.0,2.2253435e-06,-0.19249633,0.082125,-0.24524482,-0.41630524,0.029947342,-0.361901,-0.5725652,-0.07347307,-0.4191566,-0.5902743,-0.19578242,-0.4663598,-0.23115136,-0.3029268,-0.3533478,-0.20533893,-0.5247751,-0.45754957,-0.18497285,-0.67987806,-0.5237712,-0.14583822,-0.81385106,-0.5623438,-0.20154318,-0.3953261,-0.24225385,-0.17026393,-0.6733806,-0.33496863,-0.1385342,-0.8498693,-0.3786275,-0.07393977,-0.9972627,-0.40599823,-0.21330404,-0.43695903,-0.13854097,-0.24874485,-0.67186904,-0.2152464,-0.23811337,-0.821454,-0.25840068,-0.19142155,-0.95370054,-0.28190523,-0.2596046,-0.44024128,-0.05012975,-0.33061835,-0.59109676,-0.1174798,-0.33661422,-0.6785161,-0.15887089,-0.31791762,-0.76574314,-0.18319091
fingerCircle,0.966381847858429,0.0,0.0,-1.4318508e-06,-0.34081745,0.04232185,-0.12710951,-0.62952435,-0.0446574,-0.18822327,-0.83458024,-0.17174894,-0.21339527,-0.9583793,-0.2854979,-0.22461237,-0.21935187,-0.4124428,-0.24845402,-0.65995914,-0.5751268,-0.29620117,-0.83247197,-0.44534332,-0.29003704,-0.86350214,-0.31791058,-0.27685994,-0.15543085,-0.5206534,-0.19018134,-0.6543001,-0.6654862,-0.25023058,-0.8136392,-0.49242726,-0.24342714,-0.80527145,-0.36152148,-0.2309107,-0.16370036,-0.5700832,-0.12952727,-0.63772786,-0.6879065,-0.1809643,-0.7631805,-0.5270015,-0.1704556,-0.74118674,-0.4050739,-0.15562806,-0.21426837,-0.5672127,-0.074131556,-0.5644025,-0.6476277,-0.12009595,-0.6901091,-0.5431758,-0.12282681,-0.6961647,-0.4473031,-0.115597524
